#,UI Name,Description
364,Content Placeholder Tile,Generic gray box with dashed border used where future content will go.
365,Shimmer Paragraph with Avatar,Combined avatar + paragraph skeleton for social posts loading state.
366,Locked‑Premium Blurred Section,Blurs premium content with “Unlock Pro” overlay.
367,Retry‑Action Error Card,"Error card with icon, message, and “Try again” button."
368,Dot‑Wave Loading Animation,Dots moving in wave pattern indicating loading.
369,Adaptive Skeleton Grid,Placeholder blocks auto‑resize based on screen size.
370,Deferred Component Placeholder,Lightweight placeholder box swapped with real component after idle time.
371,Interactive Rating Breakdown,"Bar chart displaying how many 5‑star, 4‑star, etc., ratings a product has."
372,Aspect‑Ratio Preserver,Utility wrapper ensuring media keeps correct ratio across breakpoints.
373,Blur‑Up Image Loader,Low‑res blurred image sharpens when full image finishes loading.
374,Color‑Overlay Video Poster,Adds tinted overlay on video poster frame so white text can sit on top.
375,Swipe‑to‑Reveal Card Stack,Mobile‑friendly card deck that users swipe away Tinder‑style.
376,Elastic Carousel,Touch‑friendly image carousel with slight elastic bounce on ends.
377,Spotlight Spotlight,"Darkens entire page except a circular spotlight following the cursor, used in tutorials."
378,Glassmorphism Card,"A translucent, frosted‑glass card that lets background colors softly bleed through for a modern look."
379,Frosted Glass Hero,Full‑width hero with a blurred glass overlay panel floating above a vivid background image.
380,Video Hero with Form Overlay,Autoplay video background topped by a brief signup form so visitors can act immediately.
381,Floating CTA Card,A small call‑to‑action card that hovers above the page corner as users scroll.
382,Sticky Sidebar Stats Panel,KPI tiles remain fixed on the side while the main article scrolls.
383,Resizable Column Table,Lets users drag column borders to widen or narrow data fields.
384,Column Reorder Table,Users can drag a header to rearrange table columns on the fly.
385,Histogram Chart Block,Vertical bars grouped into bins to show data distribution.
386,Box‑and‑Whisker Chart,"Visualizes quartiles, medians, and outliers for statistical insight."
387,Funnel Chart Widget,Tapered layers illustrating conversion drop‑offs through a process.
388,Sankey Flow Diagram,Ribbon flows showing how quantities split and merge between stages.
389,Polar Area Chart,Circular chart with equal‑angle spokes where slice radius encodes value.
390,Bubble Scatter Plot,Scatter plot that sizes each dot by a third data dimension.
391,Scatter Matrix Panel,Grid of mini scatter plots comparing every variable pair in a dataset.
392,Violin Plot Chart,Symmetrical density plot highlighting data distribution around medians.
393,360° Panorama Viewer,Drag‑to‑look experience for immersive panoramic photos.
394,Image Gallery with Tag Filters,Tag buttons above the gallery instantly filter visible images.
395,Lightbox Gallery with Thumbnails,Enlarged image view plus a strip of clickable thumbnails beneath.
396,Video Mosaic Grid,Equal‑sized video thumbnails arranged in a responsive grid.
397,Live Stream Embed with Chat,"Video stream on the left, real‑time chat feed docked on the right."
398,Audio Playlist Queue,List of episodes or tracks beneath a mini audio player.
399,Map Heat Overlay,Color gradients overlay a map to signal density or intensity.
401,Density Dot Map,Thousands of tiny dots placed on a map to represent dispersed data points.
402,3D Globe Data Points,Interactive spinning globe with raised spikes marking values.
403,Geo Bubble Map,Proportional circles plotted on regions to compare magnitudes.
404,Lottie Animation Placeholder,Lightweight looping vector animation shown while heavy content loads.
405,Chart Skeleton Placeholder,Greyed‑out axes and bars hint at an incoming chart.
406,Table Skeleton Rows,Faded table lines that pulse until data arrives.
407,Skeleton Form Section,Placeholder input boxes and buttons mimicking a pending form.
408,KPI Tile with Delta Badge,Stat number plus a tiny green ↑ or red ↓ badge indicating change.
409,KPI Tile with Mini Progress Ring,Metric displayed inside a small circular progress indicator.
410,Balanced Scorecard Panel,"Four linked KPI boxes—Financial, Customer, Internal, Learning—shown in one block."
411,Multi‑KPI Progress Row,Inline row of three to five mini progress bars tracking parallel goals.
412,Traffic Light Status Card,"Red, amber, or green indicator light signals current system status."
413,Gradient Underline Heading,Large heading whose underline fades seamlessly across two colors.
414,Decorative Dotted Underline Heading,Subtle dotted line under the title for a magazine‑style accent.
415,Pattern‑Fill Drop Cap,First letter of a paragraph filled with a geometric pattern.
416,Gradient Text Block,Line of copy whose letters gradually shift through a color spectrum.
417,Sticky Progress Step Bar,"Narrow bar fixed to top, marking each page section as completed while scrolling."
418,Horizontal Step Dots Tracker,Evenly spaced dots with labels that light up as users advance.
419,Wizard Progress Header,Breadcrumb‑style header naming steps 1‑2‑3 in a multi‑page flow.
420,Collapsible Card Accordion Stack,Vertically stacked cards that expand to reveal more content.
421,Card Deck with Snap Scroll,Horizontally scrolling cards that snap cleanly into place.
422,Hover Gradient Shift Card,Card background smoothly shifts colors when hovered.
423,Tilt Parallax Image Block,"Image subtly tilts based on cursor position, adding depth."
424,Multi‑Layer Parallax Section,Three or more background layers move at different speeds during scroll.
425,Card with Bottom CTA Bar,Persistent button strip locked to the card’s bottom edge.
